focal GCF	assocaited GCF/OG	allele frequency	direction	frequency in samples with focal GCF	frequency in samples with focal GCF	pvalue	phylgoenetically corrected pvalue	beta	beta-std-err	variant_h2	notes	annotation notes	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
GCF_47	OG0004351	9.35E-01	negative	0.5	0.9788732394366197	3.55E-12	2.18E-12	7.07E-01	9.25E-02	5.26E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004364	9.29E-01	negative	0.5714285714285714	0.9647887323943662	4.67E-08	6.59E-09	-4.29E-01	6.98E-02	4.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004439	9.10E-01	negative	0.7142857142857143	0.9295774647887324	7.49E-03	1.55E-09	5.23E-01	8.14E-02	4.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004444	9.10E-01	negative	0.42857142857142855	0.9577464788732394	4.57E-11	4.62E-09	5.94E-01	9.56E-02	4.49E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004544	8.58E-01	negative	0.8571428571428571	0.8591549295774648	9.92E-01	1.14E-19	-9.14E-01	8.73E-02	6.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004655	8.45E-01	positive	0.8571428571428571	0.8450704225352113	8.97E-01	7.77E-20	-9.42E-01	8.95E-02	6.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004671	8.45E-01	negative	0.7857142857142857	0.852112676056338	5.19E-01	4.25E-12	-6.01E-01	7.99E-02	5.20E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004679	8.45E-01	negative	0.7142857142857143	0.8591549295774648	1.56E-01	2.21E-09	-4.54E-01	7.14E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004713	8.39E-01	negative	0.7857142857142857	0.8450704225352113	5.72E-01	1.10E-21	-9.89E-01	8.82E-02	6.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004723	8.45E-01	negative	0.5714285714285714	0.8661971830985915	2.99E-03	5.38E-12	-6.61E-01	8.84E-02	5.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004744	8.32E-01	positive	0.8571428571428571	0.8309859154929577	7.94E-01	9.92E-16	-8.45E-01	9.42E-02	5.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004795	8.19E-01	negative	0.7857142857142857	0.823943661971831	7.32E-01	3.28E-12	-6.19E-01	8.18E-02	5.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004807	8.13E-01	negative	0.7857142857142857	0.8169014084507042	7.84E-01	3.07E-09	-4.53E-01	7.20E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004812	8.19E-01	negative	0.6428571428571429	0.8309859154929577	7.19E-02	2.30E-14	7.74E-01	9.18E-02	5.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004813	8.19E-01	negative	0.5714285714285714	0.8380281690140845	1.15E-02	1.45E-15	-8.40E-01	9.43E-02	5.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004814	8.19E-01	negative	0.5714285714285714	0.8380281690140845	1.15E-02	1.45E-15	-8.40E-01	9.43E-02	5.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004815	8.13E-01	positive	0.8571428571428571	0.8098591549295775	6.56E-01	9.41E-16	-7.78E-01	8.66E-02	5.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004826	8.06E-01	negative	0.7857142857142857	0.8098591549295775	8.37E-01	2.19E-19	-9.42E-01	9.10E-02	6.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004891	8.00E-01	negative	0.5	0.823943661971831	3.26E-03	2.42E-19	-9.20E-01	8.90E-02	6.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004895	8.00E-01	negative	0.5	0.823943661971831	3.26E-03	2.38E-19	-9.21E-01	8.90E-02	6.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004915	7.94E-01	negative	0.5714285714285714	0.8098591549295775	3.13E-02	1.08E-14	7.96E-01	9.29E-02	5.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004923	7.81E-01	positive	0.7857142857142857	0.7816901408450704	9.62E-01	8.90E-11	6.06E-01	8.70E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004947	7.81E-01	negative	0.5714285714285714	0.795774647887324	4.73E-02	2.25E-19	9.51E-01	9.18E-02	6.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004956	7.74E-01	negative	0.42857142857142855	0.8028169014084507	1.18E-03	3.26E-13	-6.83E-01	8.56E-02	5.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0004961	7.74E-01	negative	0.5714285714285714	0.7887323943661971	5.71E-02	3.70E-14	7.69E-01	9.20E-02	5.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005136	7.03E-01	negative	0.6428571428571429	0.704225352112676	6.04E-01	2.39E-11	5.33E-01	7.39E-02	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005170	6.97E-01	negative	0.5714285714285714	0.704225352112676	2.85E-01	3.69E-16	8.66E-01	9.48E-02	5.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005176	6.97E-01	negative	0.5	0.7112676056338029	9.31E-02	4.12E-13	-7.13E-01	8.99E-02	5.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005187	6.90E-01	negative	0.5714285714285714	0.6971830985915493	3.13E-01	5.89E-19	9.34E-01	9.16E-02	6.36E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005232	6.84E-01	negative	0.5	0.6971830985915493	1.21E-01	6.01E-18	-8.68E-01	8.84E-02	6.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005240	6.71E-01	positive	0.7142857142857143	0.6690140845070423	7.18E-01	1.18E-11	-5.80E-01	7.91E-02	5.10E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005253	6.77E-01	negative	0.5714285714285714	0.6830985915492958	3.74E-01	7.18E-16	8.52E-01	9.44E-02	5.89E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005286	6.65E-01	positive	0.7142857142857143	0.6619718309859155	6.79E-01	7.39E-10	-4.78E-01	7.27E-02	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005303	6.58E-01	negative	0.5	0.676056338028169	1.91E-01	1.24E-17	-9.31E-01	9.60E-02	6.17E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005325	6.58E-01	negative	0.5714285714285714	0.6619718309859155	4.74E-01	1.16E-15	8.36E-01	9.35E-02	5.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005339	6.58E-01	negative	0.5714285714285714	0.6619718309859155	4.74E-01	2.76E-15	8.19E-01	9.31E-02	5.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005341	6.58E-01	negative	0.42857142857142855	0.676056338028169	5.77E-02	1.26E-13	7.81E-01	9.59E-02	5.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005367	6.52E-01	negative	0.5714285714285714	0.6549295774647887	5.09E-01	1.60E-16	8.82E-01	9.51E-02	6.00E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005375	6.52E-01	negative	0.42857142857142855	0.6690140845070423	6.63E-02	9.00E-19	-8.79E-01	8.67E-02	6.34E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005376	6.52E-01	negative	0.5714285714285714	0.6549295774647887	5.09E-01	4.17E-15	8.12E-01	9.30E-02	5.77E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005389	6.45E-01	negative	0.5	0.6549295774647887	2.34E-01	3.51E-17	-9.11E-01	9.56E-02	6.10E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005449	6.13E-01	negative	0.5714285714285714	0.6126760563380281	7.38E-01	2.91E-10	5.55E-01	8.23E-02	4.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005515	5.87E-01	negative	0.5	0.5915492957746479	4.88E-01	3.42E-12	6.85E-01	9.05E-02	5.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005532	5.81E-01	positive	0.6428571428571429	0.5704225352112676	6.21E-01	4.36E-11	5.78E-01	8.14E-02	4.98E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005542	5.68E-01	positive	0.7857142857142857	0.5422535211267606	8.43E-02	2.21E-10	5.51E-01	8.11E-02	4.82E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005563	5.55E-01	negative	0.5	0.5563380281690141	6.65E-01	8.99E-13	-6.59E-01	8.45E-02	5.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005572	5.48E-01	negative	0.42857142857142855	0.5563380281690141	3.45E-01	1.74E-12	-6.42E-01	8.36E-02	5.28E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005586	5.42E-01	negative	0.5	0.5422535211267606	7.41E-01	4.56E-13	-6.60E-01	8.33E-02	5.39E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005598	5.35E-01	negative	0.5	0.5352112676056338	7.80E-01	2.04E-13	-7.39E-01	9.17E-02	5.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005607	5.29E-01	positive	0.5714285714285714	0.5211267605633803	7.39E-01	3.64E-11	5.54E-01	7.76E-02	5.00E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005609	5.29E-01	positive	0.5714285714285714	0.5211267605633803	7.39E-01	9.00E-12	6.25E-01	8.46E-02	5.13E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005635	5.23E-01	positive	0.5714285714285714	0.5140845070422535	7.01E-01	1.01E-10	5.58E-01	8.03E-02	4.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005723	4.65E-01	negative	0.42857142857142855	0.47183098591549294	7.77E-01	3.97E-10	-5.12E-01	7.66E-02	4.76E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005725	4.71E-01	negative	0.42857142857142855	0.47183098591549294	7.39E-01	1.99E-09	4.89E-01	7.66E-02	4.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0005781	4.32E-01	negative	0.21428571428571427	0.4507042253521127	8.43E-02	1.61E-09	-5.02E-01	7.82E-02	4.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006068	3.23E-01	positive	0.5	0.3028169014084507	1.37E-01	1.91E-10	5.19E-01	7.60E-02	4.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006141	3.03E-01	positive	0.5714285714285714	0.2746478873239437	2.21E-02	1.18E-11	5.81E-01	7.92E-02	5.10E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006186	2.90E-01	negative	0.14285714285714285	0.3028169014084507	2.02E-01	2.02E-14	7.16E-01	8.46E-02	5.64E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006199	2.84E-01	positive	0.2857142857142857	0.28169014084507044	9.87E-01	6.31E-09	-4.55E-01	7.40E-02	4.45E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006271	2.71E-01	positive	0.7857142857142857	0.21830985915492956	5.54E-06	1.40E-12	5.44E-01	7.04E-02	5.30E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006287	2.71E-01	negative	0.14285714285714285	0.28169014084507044	2.58E-01	3.28E-11	6.27E-01	8.76E-02	5.01E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006294	2.65E-01	positive	0.35714285714285715	0.2535211267605634	4.10E-01	2.57E-11	5.85E-01	8.13E-02	5.03E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006319	2.58E-01	positive	0.35714285714285715	0.24647887323943662	3.74E-01	8.18E-09	-4.74E-01	7.77E-02	4.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006364	2.45E-01	negative	0.21428571428571427	0.2535211267605634	7.78E-01	1.33E-11	-5.52E-01	7.54E-02	5.09E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006378	2.52E-01	negative	0.14285714285714285	0.2605633802816901	3.26E-01	3.02E-09	5.30E-01	8.41E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006412	2.39E-01	positive	0.5714285714285714	0.2112676056338028	2.20E-03	2.42E-10	2.61E-01	3.85E-02	4.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006496	2.32E-01	negative	0.21428571428571427	0.2323943661971831	8.67E-01	1.40E-09	-4.95E-01	7.68E-02	4.62E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006602	2.13E-01	positive	0.35714285714285715	0.19718309859154928	1.67E-01	3.49E-09	4.73E-01	7.55E-02	4.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006615	2.13E-01	negative	0.14285714285714285	0.21830985915492956	5.02E-01	6.59E-14	7.61E-01	9.22E-02	5.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006617	2.13E-01	positive	0.5	0.18309859154929578	5.94E-03	3.21E-25	5.72E-01	4.57E-02	7.12E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006640	2.06E-01	positive	0.21428571428571427	0.20422535211267606	9.39E-01	9.08E-16	-7.35E-01	8.18E-02	5.88E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006729	2.00E-01	positive	0.21428571428571427	0.19718309859154928	8.89E-01	6.07E-09	-4.61E-01	7.48E-02	4.46E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006743	1.94E-01	positive	0.21428571428571427	0.19014084507042253	8.37E-01	9.52E-22	-5.44E-01	4.84E-02	6.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006823	1.81E-01	positive	0.5	0.14788732394366197	1.13E-03	2.30E-09	5.01E-01	7.89E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006863	1.81E-01	positive	0.6428571428571429	0.13380281690140844	2.44E-06	8.76E-10	4.29E-01	6.56E-02	4.67E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0006991	1.68E-01	negative	0.14285714285714285	0.16901408450704225	7.94E-01	2.90E-09	-4.81E-01	7.63E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007009	1.61E-01	negative	0.14285714285714285	0.1619718309859155	8.44E-01	7.56E-16	8.45E-01	9.37E-02	5.89E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007038	1.61E-01	negative	0.14285714285714285	0.1619718309859155	8.44E-01	3.02E-14	7.72E-01	9.20E-02	5.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007049	1.61E-01	positive	0.6428571428571429	0.11267605633802817	2.80E-07	1.97E-12	5.79E-01	7.56E-02	5.27E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007059	1.61E-01	negative	0.14285714285714285	0.1619718309859155	8.44E-01	3.02E-14	7.72E-01	9.20E-02	5.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007074	1.55E-01	negative	0.14285714285714285	0.15492957746478872	8.97E-01	1.86E-09	-5.19E-01	8.11E-02	4.59E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007184	1.48E-01	negative	0.14285714285714285	0.14788732394366197	9.51E-01	1.49E-18	9.73E-01	9.69E-02	6.30E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007553	1.35E-01	positive	0.14285714285714285	0.13380281690140844	9.33E-01	1.44E-10	5.95E-01	8.65E-02	4.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007560	1.35E-01	positive	0.14285714285714285	0.13380281690140844	9.33E-01	8.89E-13	-6.81E-01	8.74E-02	5.33E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007566	1.35E-01	positive	0.21428571428571427	0.1267605633802817	3.66E-01	1.79E-14	7.57E-01	8.93E-02	5.65E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007663	1.35E-01	positive	0.21428571428571427	0.1267605633802817	3.66E-01	1.79E-14	7.57E-01	8.93E-02	5.65E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0007792	1.29E-01	positive	0.21428571428571427	0.11971830985915492	3.18E-01	1.25E-09	5.24E-01	8.10E-02	4.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008260	1.03E-01	positive	0.14285714285714285	0.09859154929577464	6.09E-01	8.02E-11	-5.88E-01	8.42E-02	4.92E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008437	9.68E-02	positive	0.21428571428571427	0.08450704225352113	1.19E-01	5.67E-10	-5.75E-01	8.68E-02	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008486	9.03E-02	positive	0.14285714285714285	0.09154929577464789	4.72E-01	8.59E-11	5.72E-01	8.20E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008674	9.03E-02	positive	0.2857142857142857	0.07042253521126761	7.49E-03	4.79E-22	-5.62E-01	4.95E-02	6.76E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/OG0008674.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008915	8.39E-02	positive	0.2857142857142857	0.06338028169014084	4.28E-03	6.01E-14	6.92E-01	8.37E-02	5.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0008987	7.74E-02	positive	0.5	0.035211267605633804	5.54E-10	1.16E-18	8.10E-01	8.03E-02	6.32E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009129	7.74E-02	positive	0.5714285714285714	0.028169014084507043	4.12E-13	2.39E-11	5.24E-01	7.26E-02	5.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009270	7.10E-02	positive	0.35714285714285715	0.04225352112676056	1.23E-05	1.02E-15	7.34E-01	8.19E-02	5.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009364	7.10E-02	positive	0.14285714285714285	0.06338028169014084	2.72E-01	3.66E-11	5.63E-01	7.90E-02	5.00E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009421	6.45E-02	positive	0.21428571428571427	0.04929577464788732	1.68E-02	2.66E-12	-6.72E-01	8.83E-02	5.24E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009460	6.45E-02	positive	0.2857142857142857	0.04225352112676056	4.12E-04	8.20E-10	-5.91E-01	9.03E-02	4.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009525	6.45E-02	positive	0.21428571428571427	0.04929577464788732	1.68E-02	6.96E-16	7.56E-01	8.37E-02	5.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009613	5.81E-02	positive	0.5	0.02112676056338028	1.23E-13	1.52E-20	9.46E-01	8.77E-02	6.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009740	5.81E-02	positive	0.42857142857142855	0.02112676056338028	5.13E-10	1.99E-10	5.19E-01	7.62E-02	4.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009756	5.81E-02	positive	0.14285714285714285	0.04929577464788732	1.55E-01	9.38E-10	-5.36E-01	8.22E-02	4.67E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009791	5.81E-02	positive	0.14285714285714285	0.04929577464788732	1.55E-01	8.37E-10	-5.20E-01	7.95E-02	4.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0009796	5.81E-02	positive	0.14285714285714285	0.04929577464788732	1.55E-01	1.24E-10	-5.75E-01	8.32E-02	4.88E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0010038	5.16E-02	positive	0.14285714285714285	0.04225352112676056	1.06E-01	1.39E-15	7.60E-01	8.52E-02	5.85E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	OG0010058	5.16E-02	positive	0.42857142857142855	0.014084507042253521	2.32E-11	5.20E-09	4.18E-01	6.74E-02	4.48E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/OG0010058.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_47	GCF_45	9.68E-02	positive	0.5	0.056338028169014086	8.77E-08	2.84E-09	-5.64E-01	8.94E-02	4.54E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_45.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004202	9.48E-01	positive	0.9859154929577465	0.5714285714285714	2.32E-11	5.91E-10	6.75E-01	1.02E-01	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004236	9.48E-01	positive	0.9859154929577465	0.5714285714285714	2.32E-11	8.64E-11	6.66E-01	9.55E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004291	9.42E-01	positive	0.9788732394366197	0.5714285714285714	5.13E-10	9.25E-09	5.52E-01	9.08E-02	4.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004311	9.42E-01	positive	0.9859154929577465	0.5	1.23E-13	3.05E-14	7.68E-01	9.15E-02	5.61E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004331	9.35E-01	positive	0.9859154929577465	0.42857142857142855	5.74E-16	2.49E-16	8.71E-01	9.47E-02	5.97E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004344	9.35E-01	positive	0.9788732394366197	0.5	3.55E-12	2.59E-10	7.18E-01	1.06E-01	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004350	9.35E-01	positive	0.9788732394366197	0.5	3.55E-12	5.37E-12	7.03E-01	9.40E-02	5.18E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004364	9.29E-01	positive	0.971830985915493	0.5	5.57E-11	2.84E-09	5.25E-01	8.32E-02	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004381	9.23E-01	positive	0.9577464788732394	0.5714285714285714	2.54E-07	1.44E-12	6.30E-01	8.16E-02	5.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004386	9.23E-01	positive	0.971830985915493	0.42857142857142855	4.12E-13	1.24E-11	6.26E-01	8.54E-02	5.10E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0004458	9.10E-01	positive	0.9507042253521126	0.42857142857142855	4.57E-11	5.05E-09	5.44E-01	8.77E-02	4.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0005270	6.65E-01	positive	0.6901408450704225	0.42857142857142855	5.00E-02	8.74E-09	5.25E-01	8.62E-02	4.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0005410	6.26E-01	positive	0.6549295774647887	0.35714285714285715	2.94E-02	2.10E-09	5.40E-01	8.48E-02	4.58E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0005433	6.26E-01	positive	0.6408450704225352	0.42857142857142855	1.10E-01	2.29E-09	6.19E-01	9.75E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0005472	6.06E-01	positive	0.6338028169014085	0.2857142857142857	1.00E-02	7.12E-11	6.22E-01	8.87E-02	4.93E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0005478	6.06E-01	positive	0.6408450704225352	0.21428571428571427	1.64E-03	4.22E-09	4.63E-01	7.43E-02	4.50E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0006274	2.71E-01	negative	0.22535211267605634	0.7142857142857143	9.12E-05	8.43E-11	-4.58E-01	6.56E-02	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0009167	7.10E-02	negative	0.035211267605633804	0.42857142857142855	4.67E-08	3.92E-09	-5.04E-01	8.07E-02	4.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	OG0009646	5.81E-02	negative	0.02112676056338028	0.42857142857142855	5.13E-10	2.66E-10	-5.79E-01	8.56E-02	4.80E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	GCF_13	8.45E-01	positive	0.9154929577464789	0.14285714285714285	2.61E-14	3.02E-17	5.54E-01	5.80E-02	6.11E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_13.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	GCF_16	8.06E-01	positive	0.823943661971831	0.6428571428571429	1.04E-01	1.19E-10	6.54E-01	9.46E-02	4.88E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_16.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
